date,sst_celsius
2024-04-16,11.15
2024-04-17,12.21
2024-04-18,12.91
2024-04-19,12.37
2024-04-20,12.44
2024-04-21,12.08
2024-04-22,12.89
2024-04-23,12.17
2024-04-24,14.64
2024-04-25,14.3
2024-04-26,13.32
2024-04-27,14.07
2024-04-28,14.1
2024-04-29,13.56
2024-04-30,13.75
2024-05-01,14.31
2024-05-02,15.42
2024-05-03,15.7
2024-05-04,15.66
2024-05-05,15.59
2024-05-06,16.89
2024-05-07,15.53
2024-05-08,15.71
2024-05-09,15.72
2024-05-10,16.08
2024-05-11,15.95
2024-05-12,17.11
2024-05-13,17.41
2024-05-14,17.22
2024-05-15,16.62
2024-05-16,16.36
2024-05-17,17.09
2024-05-18,17.56
2024-05-19,16.76
2024-05-20,17.48
2024-05-21,18.46
2024-05-22,17.66
2024-05-23,18.04
2024-05-24,17.63
2024-05-25,18.4
2024-05-26,19.07
2024-05-27,19.16
2024-05-28,18.45
2024-05-29,19.51
2024-05-30,19.21
2024-05-31,19.44
2024-06-01,18.75
2024-06-02,19.21
2024-06-03,19.17
2024-06-04,19.27
2024-06-05,19.12
2024-06-06,19.95
2024-06-07,19.32
2024-06-08,19.48
2024-06-09,20.27
2024-06-10,21.36
2024-06-11,19.29
2024-06-12,20.01
2024-06-13,20.42
2024-06-14,20.53
2024-06-15,20.27
2024-06-16,20.92
2024-06-17,20.67
2024-06-18,20.01
2024-06-19,21.64
2024-06-20,21.97
2024-06-21,21.33
2024-06-22,20.57
2024-06-23,20.78
2024-06-24,22.08
2024-06-25,21.7
2024-06-26,21.54
2024-06-27,21.46
2024-06-28,21.65
2024-06-29,22.53
2024-06-30,21.84
2024-07-01,21.05
2024-07-02,22.33
2024-07-03,21.52
2024-07-04,21.93
2024-07-05,22.72
2024-07-06,21.77
2024-07-07,22.24
2024-07-08,21.87
2024-07-09,22.23
2024-07-10,22.22
2024-07-11,22.81
2024-07-12,21.96
2024-07-13,22.0
2024-07-14,22.27
2024-07-15,21.9
2024-07-16,21.96
2024-07-17,22.59
2024-07-18,21.29
2024-07-19,22.88
2024-07-20,22.39
2024-07-21,21.02
2024-07-22,21.75
2024-07-23,21.94
2024-07-24,21.89
2024-07-25,22.15
2024-07-26,22.34
2024-07-27,21.95
2024-07-28,21.75
2024-07-29,22.08
2024-07-30,22.03
2024-07-31,21.73
2024-08-01,22.05
2024-08-02,21.49
2024-08-03,21.36
2024-08-04,20.95
2024-08-05,21.14
2024-08-06,21.77
2024-08-07,20.75
2024-08-08,21.31
2024-08-09,21.32
2024-08-10,20.96
2024-08-11,21.37
2024-08-12,20.21
2024-08-13,21.28
2024-08-14,19.99
2024-08-15,20.79
2024-08-16,20.41
2024-08-17,20.09
2024-08-18,20.96
2024-08-19,20.34
2024-08-20,20.14
2024-08-21,19.89
2024-08-22,20.25
2024-08-23,19.75
2024-08-24,20.64
2024-08-25,18.69
2024-08-26,18.64
2024-08-27,19.29
2024-08-28,19.25
2024-08-29,19.2
2024-08-30,19.55
2024-08-31,19.66
2024-09-01,19.37
2024-09-02,19.78
2024-09-03,18.47
2024-09-04,19.37
2024-09-05,18.4
2024-09-06,18.52
2024-09-07,17.94
2024-09-08,17.93
2024-09-09,18.1
2024-09-10,16.78
2024-09-11,18.03
2024-09-12,17.46
2024-09-13,16.97
2024-09-14,17.69
2024-09-15,17.52
2024-09-16,17.35
2024-09-17,15.95
2024-09-18,16.26
2024-09-19,16.86
2024-09-20,16.95
2024-09-21,14.82
2024-09-22,15.24
2024-09-23,16.01
2024-09-24,15.94
2024-09-25,14.21
2024-09-26,15.37
2024-09-27,15.16
2024-09-28,14.67
2024-09-29,14.96
2024-09-30,14.82
2024-10-01,14.23
2024-10-02,13.88
2024-10-03,14.29
2024-10-04,13.98
2024-10-05,12.95
2024-10-06,13.24
2024-10-07,13.6
2024-10-08,13.19
2024-10-09,12.75
2024-10-10,13.02
2024-10-11,12.48
2024-10-12,12.56
2024-10-13,12.27
2024-10-14,12.49
2024-10-15,11.66
2024-10-16,12.98
2024-10-17,11.81
2024-10-18,11.02
2024-10-19,11.07
2024-10-20,11.68
2024-10-21,11.62
2024-10-22,10.48
2024-10-23,10.6
2024-10-24,10.58
2024-10-25,10.91
2024-10-26,9.53
2024-10-27,9.75
2024-10-28,10.1
2024-10-29,9.14
2024-10-30,9.87
2024-10-31,9.54
2024-11-01,9.22
2024-11-02,8.8
2024-11-03,8.76
2024-11-04,9.13
2024-11-05,9.0
2024-11-06,8.8
2024-11-07,7.84
2024-11-08,7.3
2024-11-09,8.24
2024-11-10,8.87
2024-11-11,7.62
2024-11-12,7.03
2024-11-13,6.64
2024-11-14,7.05
2024-11-15,6.98
2024-11-16,6.85
2024-11-17,6.89
2024-11-18,6.61
2024-11-19,7.19
2024-11-20,5.99
2024-11-21,6.16
2024-11-22,5.96
2024-11-23,5.88
2024-11-24,6.2
2024-11-25,5.47
2024-11-26,6.67
2024-11-27,5.93
2024-11-28,4.71
2024-11-29,5.33
2024-11-30,5.26
2024-12-01,4.61
2024-12-02,4.91
2024-12-03,4.15
2024-12-04,4.76
2024-12-05,4.48
2024-12-06,4.56
2024-12-07,3.99
2024-12-08,4.64
2024-12-09,3.64
2024-12-10,3.66
2024-12-11,3.59
2024-12-12,4.04
2024-12-13,3.86
2024-12-14,3.44
2024-12-15,3.54
2024-12-16,3.65
2024-12-17,3.32
2024-12-18,3.0
2024-12-19,3.11
2024-12-20,3.26
2024-12-21,2.67
2024-12-22,3.58
2024-12-23,2.58
2024-12-24,2.73
2024-12-25,3.05
2024-12-26,2.27
2024-12-27,2.2
2024-12-28,1.65
2024-12-29,3.06
2024-12-30,2.99
2024-12-31,2.49
2025-01-01,1.74
2025-01-02,2.1
2025-01-03,1.77
2025-01-04,2.08
2025-01-05,1.61
2025-01-06,1.93
2025-01-07,2.06
2025-01-08,2.59
2025-01-09,1.95
2025-01-10,2.56
2025-01-11,1.58
2025-01-12,2.88
2025-01-13,2.92
2025-01-14,2.26
2025-01-15,0.89
2025-01-16,1.46
2025-01-17,2.16
2025-01-18,1.71
2025-01-19,1.48
2025-01-20,1.83
2025-01-21,2.76
2025-01-22,2.0
2025-01-23,2.27
2025-01-24,2.88
2025-01-25,2.68
2025-01-26,2.64
2025-01-27,3.09
2025-01-28,2.71
2025-01-29,1.76
2025-01-30,3.27
2025-01-31,2.59
2025-02-01,2.79
2025-02-02,3.05
2025-02-03,3.35
2025-02-04,2.33
2025-02-05,2.87
2025-02-06,2.87
2025-02-07,3.37
2025-02-08,2.71
2025-02-09,3.11
2025-02-10,1.94
2025-02-11,2.76
2025-02-12,2.93
2025-02-13,3.07
2025-02-14,2.8
2025-02-15,3.54
2025-02-16,2.95
2025-02-17,3.33
2025-02-18,4.34
2025-02-19,3.32
2025-02-20,3.47
2025-02-21,3.85
2025-02-22,3.12
2025-02-23,2.72
2025-02-24,4.45
2025-02-25,3.69
2025-02-26,4.83
2025-02-27,3.98
2025-02-28,4.42
2025-03-01,4.83
2025-03-02,4.3
2025-03-03,5.14
2025-03-04,5.3
2025-03-05,5.33
2025-03-06,5.74
2025-03-07,5.32
2025-03-08,5.64
2025-03-09,6.78
2025-03-10,6.07
2025-03-11,6.36
2025-03-12,5.94
2025-03-13,6.61
2025-03-14,6.53
2025-03-15,6.73
2025-03-16,6.07
2025-03-17,7.86
2025-03-18,6.55
2025-03-19,7.46
2025-03-20,8.42
2025-03-21,7.87
2025-03-22,7.53
2025-03-23,7.53
2025-03-24,8.37
2025-03-25,8.08
2025-03-26,8.67
2025-03-27,8.98
2025-03-28,8.42
2025-03-29,9.04
2025-03-30,9.24
2025-03-31,9.77
2025-04-01,10.23
2025-04-02,9.51
2025-04-03,8.76
2025-04-04,8.75
2025-04-05,9.77
2025-04-06,9.89
2025-04-07,10.15
2025-04-08,10.11
2025-04-09,10.71
2025-04-10,10.95
2025-04-11,11.69
2025-04-12,11.18
2025-04-13,11.37
2025-04-14,11.69
2025-04-15,11.61
2025-04-16,11.73
2025-04-17,12.08
2025-04-18,11.71
2025-04-19,12.7
2025-04-20,12.31
2025-04-21,12.08
2025-04-22,13.99
2025-04-23,12.94
2025-04-24,13.3
2025-04-25,13.66
2025-04-26,13.28
2025-04-27,13.75
2025-04-28,14.29
2025-04-29,14.46
2025-04-30,14.44
2025-05-01,15.4
2025-05-02,13.79
2025-05-03,14.71
2025-05-04,14.08
2025-05-05,15.28
2025-05-06,14.68
2025-05-07,16.15
2025-05-08,15.91
2025-05-09,16.29
2025-05-10,15.29
2025-05-11,16.28
2025-05-12,15.9
2025-05-13,15.86
2025-05-14,16.59
2025-05-15,16.92
2025-05-16,16.15
2025-05-17,16.29
2025-05-18,16.97
2025-05-19,16.96
2025-05-20,17.6
2025-05-21,17.2
2025-05-22,17.71
2025-05-23,16.85
2025-05-24,18.12
2025-05-25,18.41
2025-05-26,17.47
2025-05-27,18.0
2025-05-28,17.9
2025-05-29,18.99
2025-05-30,18.19
2025-05-31,19.14
2025-06-01,18.58
2025-06-02,19.34
2025-06-03,19.13
2025-06-04,19.66
2025-06-05,19.76
2025-06-06,19.96
2025-06-07,19.37
2025-06-08,20.13
2025-06-09,20.59
2025-06-10,20.11
2025-06-11,21.36
2025-06-12,20.56
2025-06-13,20.49
2025-06-14,20.85
2025-06-15,20.75
2025-06-16,20.25
2025-06-17,20.6
2025-06-18,21.37
2025-06-19,19.81
2025-06-20,21.05
2025-06-21,21.32
2025-06-22,21.79
2025-06-23,21.74
2025-06-24,21.44
2025-06-25,21.35
2025-06-26,20.72
2025-06-27,21.81
2025-06-28,21.55
2025-06-29,20.66
2025-06-30,22.75
2025-07-01,22.06
2025-07-02,20.79
2025-07-03,21.66
2025-07-04,22.35
2025-07-05,21.63
2025-07-06,22.42
2025-07-07,21.79
2025-07-08,21.7
2025-07-09,22.49
2025-07-10,21.88
2025-07-11,22.43
2025-07-12,21.41
2025-07-13,21.79
2025-07-14,22.53
2025-07-15,21.87
2025-07-16,22.06
2025-07-17,22.22
2025-07-18,22.36
2025-07-19,21.62
2025-07-20,21.52
2025-07-21,22.23
2025-07-22,22.51
2025-07-23,22.16
2025-07-24,21.53
2025-07-25,21.14
2025-07-26,21.68
2025-07-27,22.07
2025-07-28,21.57
2025-07-29,20.86
2025-07-30,22.18
2025-07-31,22.18
2025-08-01,22.36
2025-08-02,21.63
2025-08-03,21.83
2025-08-04,21.21
2025-08-05,21.25
2025-08-06,22.5
2025-08-07,21.21
2025-08-08,21.69
2025-08-09,21.12
2025-08-10,20.31
2025-08-11,20.87
2025-08-12,21.75
2025-08-13,20.15
2025-08-14,20.77
2025-08-15,20.17
2025-08-16,21.5
2025-08-17,20.46
2025-08-18,20.69
2025-08-19,20.52
2025-08-20,19.58
2025-08-21,20.14
2025-08-22,20.85
2025-08-23,20.0
2025-08-24,20.79
2025-08-25,20.68
2025-08-26,18.99
2025-08-27,19.87
2025-08-28,19.95
2025-08-29,18.49
2025-08-30,19.41
2025-08-31,17.77
2025-09-01,19.21
2025-09-02,19.47
2025-09-03,18.85
2025-09-04,19.17
2025-09-05,19.46
2025-09-06,18.53
2025-09-07,17.35
2025-09-08,18.39
2025-09-09,18.0
2025-09-10,18.83
2025-09-11,17.16
2025-09-12,17.99
2025-09-13,17.42
2025-09-14,16.8
2025-09-15,17.8
2025-09-16,17.48
2025-09-17,17.09
2025-09-18,16.63
2025-09-19,16.65
2025-09-20,16.56
2025-09-21,15.44
2025-09-22,15.12
2025-09-23,16.35
2025-09-24,15.9
2025-09-25,15.93
2025-09-26,15.47
2025-09-27,15.94
2025-09-28,15.62
2025-09-29,14.64
2025-09-30,15.04
2025-10-01,15.14
2025-10-02,13.8
2025-10-03,13.32
2025-10-04,13.97
2025-10-05,13.86
2025-10-06,14.01
2025-10-07,13.26
2025-10-08,13.3
2025-10-09,13.09
2025-10-10,13.28
2025-10-11,13.21
2025-10-12,12.21
2025-10-13,12.88
2025-10-14,12.44
2025-10-15,12.54
2025-10-16,12.1
2025-10-17,11.69
2025-10-18,11.75
2025-10-19,10.92
2025-10-20,12.39
2025-10-21,10.53
2025-10-22,10.73
2025-10-23,10.84
2025-10-24,9.85
2025-10-25,10.48
2025-10-26,9.48
2025-10-27,10.25
2025-10-28,10.33
2025-10-29,9.95
2025-10-30,9.94
2025-10-31,9.88
2025-11-01,9.62
2025-11-02,9.44
2025-11-03,9.13
2025-11-04,10.64
2025-11-05,9.27
2025-11-06,6.99
2025-11-07,8.81
2025-11-08,8.7
2025-11-09,8.32
2025-11-10,7.35
2025-11-11,7.53
2025-11-12,7.23
2025-11-13,6.56
2025-11-14,7.91
2025-11-15,7.05
2025-11-16,7.78
2025-11-17,6.94
2025-11-18,6.37
2025-11-19,6.44
2025-11-20,6.21
2025-11-21,5.77
2025-11-22,5.96
2025-11-23,5.67
2025-11-24,6.14
2025-11-25,6.1
2025-11-26,6.44
2025-11-27,5.59
2025-11-28,4.26
2025-11-29,5.18
2025-11-30,4.56
2025-12-01,5.03
2025-12-02,4.64
2025-12-03,4.86
2025-12-04,3.94
2025-12-05,3.9
2025-12-06,5.48
2025-12-07,4.24
2025-12-08,5.2
2025-12-09,3.72
2025-12-10,4.06
2025-12-11,3.99
2025-12-12,3.78
2025-12-13,3.83
2025-12-14,3.38
2025-12-15,3.27
2025-12-16,3.64
2025-12-17,3.06
2025-12-18,3.19
2025-12-19,3.24
2025-12-20,3.58
2025-12-21,3.33
2025-12-22,2.79
2025-12-23,3.27
2025-12-24,1.94
2025-12-25,2.06
2025-12-26,2.74
2025-12-27,3.11
2025-12-28,1.94
2025-12-29,2.33
2025-12-30,2.51
2025-12-31,2.38
2026-01-01,2.7
2026-01-02,2.54
2026-01-03,2.49
2026-01-04,2.38
2026-01-05,1.57
2026-01-06,2.1
2026-01-07,1.41
2026-01-08,2.28
2026-01-09,2.07
2026-01-10,1.76
2026-01-11,1.28
2026-01-12,2.9
2026-01-13,2.19
2026-01-14,1.54
2026-01-15,2.53
2026-01-16,1.38
2026-01-17,2.35
2026-01-18,2.26
2026-01-19,2.29
2026-01-20,2.61
2026-01-21,1.68
2026-01-22,1.5
2026-01-23,2.46
2026-01-24,1.35
2026-01-25,2.32
2026-01-26,2.62
2026-01-27,2.02
2026-01-28,2.74
2026-01-29,2.05
2026-01-30,1.71
2026-01-31,2.6
2026-02-01,3.27
2026-02-02,2.28
2026-02-03,1.47
2026-02-04,3.11
2026-02-05,3.83
2026-02-06,3.04
2026-02-07,3.08
2026-02-08,3.06
2026-02-09,2.72
2026-02-10,2.93
2026-02-11,3.3
2026-02-12,3.59
2026-02-13,3.31
2026-02-14,3.08
2026-02-15,3.96
2026-02-16,2.09
2026-02-17,3.87
2026-02-18,4.15
2026-02-19,4.37
2026-02-20,3.49
2026-02-21,4.37
2026-02-22,3.82
2026-02-23,4.46
2026-02-24,4.02
2026-02-25,3.85
2026-02-26,4.92
2026-02-27,4.8
2026-02-28,3.96
2026-03-01,5.01
2026-03-02,5.21
2026-03-03,4.1
2026-03-04,5.04
2026-03-05,5.62
2026-03-06,6.04
2026-03-07,5.94
2026-03-08,5.59
2026-03-09,6.26
2026-03-10,5.53
2026-03-11,6.29
2026-03-12,6.33
2026-03-13,6.77
2026-03-14,6.36
2026-03-15,6.77
2026-03-16,5.97
2026-03-17,7.01
2026-03-18,7.28
2026-03-19,7.25
2026-03-20,7.19
2026-03-21,7.9
2026-03-22,8.48
2026-03-23,8.14
2026-03-24,7.86
2026-03-25,8.51
2026-03-26,8.5
2026-03-27,8.42
2026-03-28,7.85
2026-03-29,8.47
2026-03-30,8.61
2026-03-31,10.16
2026-04-01,9.9
2026-04-02,9.65
2026-04-03,10.06
2026-04-04,10.01
2026-04-05,9.48
2026-04-06,9.66
2026-04-07,10.63
2026-04-08,10.59
2026-04-09,10.89
2026-04-10,10.2
2026-04-11,11.13
2026-04-12,11.7
2026-04-13,10.51
2026-04-14,11.73
2026-04-15,11.04
2026-04-16,11.91
2026-04-17,12.3
2026-04-18,11.5
2026-04-19,12.0
2026-04-20,11.99
2026-04-21,12.8
2026-04-22,13.0
2026-04-23,12.86
2026-04-24,13.48
2026-04-25,13.44
2026-04-26,13.68
2026-04-27,14.16
2026-04-28,14.13
2026-04-29,14.72
2026-04-30,14.2
2026-05-01,14.97
2026-05-02,14.87
2026-05-03,15.19
2026-05-04,14.93
2026-05-05,15.54
2026-05-06,18.45
2026-05-07,19.26
2026-05-08,18.4
2026-05-09,19.09
2026-05-10,18.58
2026-05-11,19.25
2026-05-12,18.8
2026-05-13,19.51
