date,sst_celsius
2023-10-25,10.26
2023-10-26,9.26
2023-10-27,9.46
2023-10-28,10.13
2023-10-29,9.93
2023-10-30,9.19
2023-10-31,9.36
2023-11-01,8.89
2023-11-02,8.74
2023-11-03,8.66
2023-11-04,8.18
2023-11-05,8.24
2023-11-06,8.4
2023-11-07,8.33
2023-11-08,8.11
2023-11-09,7.96
2023-11-10,8.13
2023-11-11,7.85
2023-11-12,7.7
2023-11-13,7.34
2023-11-14,7.37
2023-11-15,7.67
2023-11-16,7.49
2023-11-17,6.88
2023-11-18,6.59
2023-11-19,6.42
2023-11-20,6.12
2023-11-21,7.34
2023-11-22,6.0
2023-11-23,6.77
2023-11-24,6.16
2023-11-25,6.4
2023-11-26,5.67
2023-11-27,5.74
2023-11-28,6.26
2023-11-29,6.43
2023-11-30,5.64
2023-12-01,6.01
2023-12-02,5.69
2023-12-03,5.72
2023-12-04,5.32
2023-12-05,5.01
2023-12-06,6.14
2023-12-07,4.7
2023-12-08,5.2
2023-12-09,4.58
2023-12-10,4.82
2023-12-11,4.23
2023-12-12,4.08
2023-12-13,4.28
2023-12-14,4.69
2023-12-15,3.65
2023-12-16,4.82
2023-12-17,4.09
2023-12-18,4.22
2023-12-19,3.59
2023-12-20,4.41
2023-12-21,3.73
2023-12-22,3.95
2023-12-23,2.86
2023-12-24,4.6
2023-12-25,3.98
2023-12-26,3.17
2023-12-27,3.17
2023-12-28,3.53
2023-12-29,2.98
2023-12-30,2.62
2023-12-31,3.24
2024-01-01,3.95
2024-01-02,3.56
2024-01-03,3.44
2024-01-04,2.94
2024-01-05,3.99
2024-01-06,2.66
2024-01-07,2.68
2024-01-08,2.48
2024-01-09,3.29
2024-01-10,2.65
2024-01-11,3.06
2024-01-12,3.45
2024-01-13,2.22
2024-01-14,2.62
2024-01-15,3.33
2024-01-16,3.09
2024-01-17,2.96
2024-01-18,3.04
2024-01-19,2.72
2024-01-20,3.2
2024-01-21,3.48
2024-01-22,2.75
2024-01-23,2.77
2024-01-24,2.51
2024-01-25,3.06
2024-01-26,3.73
2024-01-27,2.86
2024-01-28,3.12
2024-01-29,3.95
2024-01-30,2.88
2024-01-31,3.17
2024-02-01,3.35
2024-02-02,3.34
2024-02-03,4.46
2024-02-04,3.41
2024-02-05,4.28
2024-02-06,3.9
2024-02-07,4.7
2024-02-08,4.83
2024-02-09,2.98
2024-02-10,4.08
2024-02-11,3.88
2024-02-12,4.7
2024-02-13,4.92
2024-02-14,4.27
2024-02-15,4.15
2024-02-16,4.56
2024-02-17,3.78
2024-02-18,4.63
2024-02-19,4.79
2024-02-20,4.67
2024-02-21,4.21
2024-02-22,5.18
2024-02-23,4.76
2024-02-24,4.68
2024-02-25,5.24
2024-02-26,4.7
2024-02-27,5.71
2024-02-28,5.3
2024-02-29,4.98
2024-03-01,5.68
2024-03-02,6.63
2024-03-03,6.3
2024-03-04,5.14
2024-03-05,5.5
2024-03-06,6.4
2024-03-07,6.66
2024-03-08,6.21
2024-03-09,6.8
2024-03-10,5.98
2024-03-11,7.08
2024-03-12,6.03
2024-03-13,7.1
2024-03-14,7.69
2024-03-15,7.1
2024-03-16,7.65
2024-03-17,6.23
2024-03-18,7.98
2024-03-19,7.57
2024-03-20,8.19
2024-03-21,7.26
2024-03-22,8.97
2024-03-23,8.3
2024-03-24,9.17
2024-03-25,7.82
2024-03-26,8.18
2024-03-27,9.42
2024-03-28,9.13
2024-03-29,8.53
2024-03-30,8.84
2024-03-31,8.92
2024-04-01,9.97
2024-04-02,9.29
2024-04-03,9.75
2024-04-04,10.39
2024-04-05,9.59
2024-04-06,9.9
2024-04-07,9.96
2024-04-08,11.06
2024-04-09,10.34
2024-04-10,11.26
2024-04-11,11.26
2024-04-12,11.25
2024-04-13,11.6
2024-04-14,11.69
2024-04-15,11.23
2024-04-16,12.04
2024-04-17,13.24
2024-04-18,12.19
2024-04-19,12.07
2024-04-20,12.26
2024-04-21,12.22
2024-04-22,12.41
2024-04-23,11.63
2024-04-24,12.3
2024-04-25,13.45
2024-04-26,13.27
2024-04-27,13.4
2024-04-28,13.03
2024-04-29,13.61
2024-04-30,13.76
2024-05-01,13.49
2024-05-02,13.12
2024-05-03,13.64
2024-05-04,14.4
2024-05-05,14.71
2024-05-06,14.43
2024-05-07,14.89
2024-05-08,13.88
2024-05-09,14.04
2024-05-10,15.27
2024-05-11,14.65
2024-05-12,16.23
2024-05-13,15.39
2024-05-14,14.84
2024-05-15,16.07
2024-05-16,15.16
2024-05-17,16.23
2024-05-18,15.69
2024-05-19,15.31
2024-05-20,17.14
2024-05-21,16.01
2024-05-22,16.7
2024-05-23,16.81
2024-05-24,16.32
2024-05-25,16.31
2024-05-26,17.3
2024-05-27,17.91
2024-05-28,17.71
2024-05-29,17.19
2024-05-30,17.32
2024-05-31,17.87
2024-06-01,17.86
2024-06-02,16.91
2024-06-03,18.21
2024-06-04,18.18
2024-06-05,17.24
2024-06-06,18.04
2024-06-07,17.61
2024-06-08,18.69
2024-06-09,18.62
2024-06-10,18.46
2024-06-11,18.43
2024-06-12,18.63
2024-06-13,18.8
2024-06-14,18.58
2024-06-15,19.25
2024-06-16,18.62
2024-06-17,19.04
2024-06-18,18.83
2024-06-19,19.06
2024-06-20,19.42
2024-06-21,18.33
2024-06-22,18.42
2024-06-23,19.91
2024-06-24,19.1
2024-06-25,18.93
2024-06-26,19.17
2024-06-27,19.16
2024-06-28,20.31
2024-06-29,20.48
2024-06-30,19.85
2024-07-01,20.74
2024-07-02,19.3
2024-07-03,20.23
2024-07-04,19.48
2024-07-05,19.54
2024-07-06,20.86
2024-07-07,19.86
2024-07-08,19.59
2024-07-09,20.25
2024-07-10,20.86
2024-07-11,19.2
2024-07-12,19.82
2024-07-13,20.2
2024-07-14,19.45
2024-07-15,19.88
2024-07-16,19.36
2024-07-17,20.24
2024-07-18,20.64
2024-07-19,20.04
2024-07-20,19.71
2024-07-21,19.39
2024-07-22,20.59
2024-07-23,19.94
2024-07-24,20.57
2024-07-25,19.51
2024-07-26,19.38
2024-07-27,19.79
2024-07-28,19.92
2024-07-29,20.31
2024-07-30,20.01
2024-07-31,19.63
2024-08-01,19.21
2024-08-02,19.2
2024-08-03,19.89
2024-08-04,19.73
2024-08-05,19.46
2024-08-06,19.64
2024-08-07,20.15
2024-08-08,19.83
2024-08-09,18.98
2024-08-10,19.89
2024-08-11,18.53
2024-08-12,19.11
2024-08-13,18.87
2024-08-14,18.96
2024-08-15,19.09
2024-08-16,18.89
2024-08-17,19.01
2024-08-18,17.91
2024-08-19,19.29
2024-08-20,18.28
2024-08-21,18.48
2024-08-22,18.94
2024-08-23,17.99
2024-08-24,17.76
2024-08-25,17.26
2024-08-26,18.39
2024-08-27,17.86
2024-08-28,17.85
2024-08-29,17.98
2024-08-30,17.24
2024-08-31,16.37
2024-09-01,16.48
2024-09-02,17.34
2024-09-03,17.47
2024-09-04,16.78
2024-09-05,17.22
2024-09-06,16.65
2024-09-07,16.65
2024-09-08,17.15
2024-09-09,14.74
2024-09-10,16.4
2024-09-11,16.65
2024-09-12,15.49
2024-09-13,16.47
2024-09-14,14.93
2024-09-15,16.17
2024-09-16,15.91
2024-09-17,15.28
2024-09-18,15.78
2024-09-19,15.61
2024-09-20,15.49
2024-09-21,15.08
2024-09-22,15.06
2024-09-23,15.49
2024-09-24,13.69
2024-09-25,14.87
2024-09-26,13.5
2024-09-27,13.6
2024-09-28,13.48
2024-09-29,13.02
2024-09-30,13.55
2024-10-01,12.59
2024-10-02,13.11
2024-10-03,13.41
2024-10-04,13.17
2024-10-05,13.83
2024-10-06,13.41
2024-10-07,13.2
2024-10-08,12.57
2024-10-09,12.37
2024-10-10,12.11
2024-10-11,11.25
2024-10-12,12.01
2024-10-13,11.29
2024-10-14,11.28
2024-10-15,10.72
2024-10-16,11.35
2024-10-17,11.42
2024-10-18,11.42
2024-10-19,11.04
2024-10-20,10.79
2024-10-21,10.23
2024-10-22,10.81
2024-10-23,9.67
2024-10-24,10.54
2024-10-25,9.89
2024-10-26,10.72
2024-10-27,9.57
2024-10-28,9.96
2024-10-29,9.55
2024-10-30,9.63
2024-10-31,9.45
2024-11-01,7.87
2024-11-02,8.21
2024-11-03,9.01
2024-11-04,8.26
2024-11-05,7.95
2024-11-06,8.03
2024-11-07,8.59
2024-11-08,8.1
2024-11-09,7.32
2024-11-10,7.78
2024-11-11,7.57
2024-11-12,7.11
2024-11-13,8.51
2024-11-14,7.14
2024-11-15,7.07
2024-11-16,7.27
2024-11-17,6.97
2024-11-18,7.23
2024-11-19,6.12
2024-11-20,6.6
2024-11-21,5.79
2024-11-22,5.8
2024-11-23,6.45
2024-11-24,6.09
2024-11-25,5.41
2024-11-26,6.07
2024-11-27,5.72
2024-11-28,4.8
2024-11-29,5.0
2024-11-30,5.9
2024-12-01,5.16
2024-12-02,5.8
2024-12-03,5.56
2024-12-04,4.34
2024-12-05,5.73
2024-12-06,4.95
2024-12-07,3.82
2024-12-08,4.18
2024-12-09,4.6
2024-12-10,4.5
2024-12-11,3.98
2024-12-12,5.65
2024-12-13,3.9
2024-12-14,4.71
2024-12-15,4.24
2024-12-16,4.62
2024-12-17,4.0
2024-12-18,3.47
2024-12-19,4.42
2024-12-20,4.1
2024-12-21,3.83
2024-12-22,3.71
2024-12-23,3.86
2024-12-24,3.93
2024-12-25,4.16
2024-12-26,4.55
2024-12-27,3.07
2024-12-28,2.58
2024-12-29,3.14
2024-12-30,2.88
2024-12-31,3.33
2025-01-01,3.26
2025-01-02,3.51
2025-01-03,3.55
2025-01-04,2.33
2025-01-05,2.99
2025-01-06,3.97
2025-01-07,2.67
2025-01-08,2.43
2025-01-09,2.57
2025-01-10,4.18
2025-01-11,2.71
2025-01-12,2.47
2025-01-13,2.46
2025-01-14,3.53
2025-01-15,2.15
2025-01-16,2.37
2025-01-17,2.87
2025-01-18,3.42
2025-01-19,2.93
2025-01-20,2.15
2025-01-21,4.43
2025-01-22,2.39
2025-01-23,3.03
2025-01-24,3.06
2025-01-25,3.17
2025-01-26,2.36
2025-01-27,2.76
2025-01-28,2.97
2025-01-29,3.34
2025-01-30,3.42
2025-01-31,3.4
2025-02-01,3.81
2025-02-02,2.87
2025-02-03,3.73
2025-02-04,2.61
2025-02-05,4.17
2025-02-06,3.71
2025-02-07,3.88
2025-02-08,4.06
2025-02-09,4.03
2025-02-10,4.39
2025-02-11,3.81
2025-02-12,4.16
2025-02-13,4.36
2025-02-14,3.2
2025-02-15,3.18
2025-02-16,3.95
2025-02-17,4.04
2025-02-18,4.35
2025-02-19,4.72
2025-02-20,3.99
2025-02-21,4.5
2025-02-22,4.91
2025-02-23,5.05
2025-02-24,4.59
2025-02-25,5.39
2025-02-26,5.07
2025-02-27,5.11
2025-02-28,6.02
2025-03-01,5.07
2025-03-02,4.43
2025-03-03,5.56
2025-03-04,5.97
2025-03-05,6.05
2025-03-06,5.54
2025-03-07,6.4
2025-03-08,6.45
2025-03-09,6.23
2025-03-10,6.53
2025-03-11,7.49
2025-03-12,6.58
2025-03-13,6.27
2025-03-14,6.69
2025-03-15,7.63
2025-03-16,7.28
2025-03-17,6.78
2025-03-18,8.16
2025-03-19,7.75
2025-03-20,8.0
2025-03-21,7.84
2025-03-22,6.41
2025-03-23,7.62
2025-03-24,8.09
2025-03-25,7.81
2025-03-26,7.25
2025-03-27,8.92
2025-03-28,8.8
2025-03-29,9.32
2025-03-30,9.49
2025-03-31,9.39
2025-04-01,8.91
2025-04-02,9.47
2025-04-03,9.5
2025-04-04,10.02
2025-04-05,10.05
2025-04-06,10.37
2025-04-07,9.57
2025-04-08,11.02
2025-04-09,10.73
2025-04-10,10.97
2025-04-11,10.35
2025-04-12,9.85
2025-04-13,11.13
2025-04-14,11.32
2025-04-15,11.69
2025-04-16,11.65
2025-04-17,11.28
2025-04-18,11.77
2025-04-19,11.7
2025-04-20,12.2
2025-04-21,12.71
2025-04-22,11.93
2025-04-23,12.44
2025-04-24,12.81
2025-04-25,12.88
2025-04-26,13.15
2025-04-27,12.71
2025-04-28,12.72
2025-04-29,14.05
2025-04-30,13.28
2025-05-01,13.14
2025-05-02,13.77
2025-05-03,14.47
2025-05-04,14.44
2025-05-05,13.63
2025-05-06,14.28
2025-05-07,14.92
2025-05-08,14.47
2025-05-09,13.68
2025-05-10,14.68
2025-05-11,15.51
2025-05-12,15.2
2025-05-13,15.92
2025-05-14,14.58
2025-05-15,15.33
2025-05-16,16.38
2025-05-17,15.16
2025-05-18,16.45
2025-05-19,15.77
2025-05-20,16.89
2025-05-21,16.8
2025-05-22,16.63
2025-05-23,16.6
2025-05-24,16.24
2025-05-25,16.1
2025-05-26,17.0
2025-05-27,16.62
2025-05-28,17.06
2025-05-29,16.66
2025-05-30,18.12
2025-05-31,17.51
2025-06-01,17.27
2025-06-02,17.22
2025-06-03,17.49
2025-06-04,17.96
2025-06-05,18.05
2025-06-06,17.67
2025-06-07,18.3
2025-06-08,19.06
2025-06-09,17.78
2025-06-10,18.85
2025-06-11,17.88
2025-06-12,18.47
2025-06-13,18.19
2025-06-14,18.33
2025-06-15,19.3
2025-06-16,19.13
2025-06-17,18.84
2025-06-18,18.98
2025-06-19,20.43
2025-06-20,19.15
2025-06-21,19.08
2025-06-22,19.47
2025-06-23,19.76
2025-06-24,19.68
2025-06-25,20.1
2025-06-26,18.83
2025-06-27,18.7
2025-06-28,19.6
2025-06-29,19.27
2025-06-30,18.92
2025-07-01,20.07
2025-07-02,19.44
2025-07-03,18.96
2025-07-04,19.83
2025-07-05,19.81
2025-07-06,18.92
2025-07-07,20.54
2025-07-08,20.27
2025-07-09,20.02
2025-07-10,19.25
2025-07-11,19.61
2025-07-12,19.73
2025-07-13,19.76
2025-07-14,20.28
2025-07-15,20.18
2025-07-16,20.01
2025-07-17,21.55
2025-07-18,20.74
2025-07-19,18.87
2025-07-20,19.75
2025-07-21,19.25
2025-07-22,20.13
2025-07-23,19.93
2025-07-24,19.77
2025-07-25,19.74
2025-07-26,19.75
2025-07-27,20.2
2025-07-28,20.03
2025-07-29,20.43
2025-07-30,19.2
2025-07-31,20.0
2025-08-01,20.02
2025-08-02,19.43
2025-08-03,19.89
2025-08-04,19.33
2025-08-05,19.96
2025-08-06,19.71
2025-08-07,18.19
2025-08-08,19.6
2025-08-09,20.03
2025-08-10,19.68
2025-08-11,20.47
2025-08-12,19.56
2025-08-13,18.46
2025-08-14,18.98
2025-08-15,18.48
2025-08-16,19.54
2025-08-17,19.01
2025-08-18,19.79
2025-08-19,18.76
2025-08-20,19.44
2025-08-21,18.35
2025-08-22,18.45
2025-08-23,18.5
2025-08-24,17.95
2025-08-25,17.05
2025-08-26,17.84
2025-08-27,17.38
2025-08-28,17.58
2025-08-29,18.37
2025-08-30,17.45
2025-08-31,17.76
2025-09-01,16.79
2025-09-02,17.43
2025-09-03,16.88
2025-09-04,16.4
2025-09-05,16.75
2025-09-06,17.39
2025-09-07,16.75
2025-09-08,15.51
2025-09-09,16.41
2025-09-10,15.82
2025-09-11,16.83
2025-09-12,16.23
2025-09-13,15.41
2025-09-14,15.94
2025-09-15,15.26
2025-09-16,15.51
2025-09-17,15.0
2025-09-18,15.7
2025-09-19,14.91
2025-09-20,15.95
2025-09-21,14.41
2025-09-22,15.74
2025-09-23,15.5
2025-09-24,14.35
2025-09-25,15.2
2025-09-26,14.89
2025-09-27,14.29
2025-09-28,13.94
2025-09-29,13.84
2025-09-30,12.94
2025-10-01,13.39
2025-10-02,13.81
2025-10-03,14.44
2025-10-04,13.29
2025-10-05,12.52
2025-10-06,13.57
2025-10-07,13.13
2025-10-08,13.41
2025-10-09,12.35
2025-10-10,12.97
2025-10-11,12.18
2025-10-12,12.54
2025-10-13,11.7
2025-10-14,11.53
2025-10-15,11.43
2025-10-16,11.93
2025-10-17,10.94
2025-10-18,11.49
2025-10-19,11.03
2025-10-20,11.13
2025-10-21,10.72
2025-10-22,10.0
2025-10-23,10.57
2025-10-24,9.98
2025-10-25,10.36
2025-10-26,10.0
2025-10-27,11.16
2025-10-28,9.91
2025-10-29,9.27
2025-10-30,9.94
2025-10-31,9.01
2025-11-01,9.36
2025-11-02,10.1
2025-11-03,8.41
2025-11-04,8.1
2025-11-05,8.62
2025-11-06,7.81
2025-11-07,8.86
2025-11-08,7.75
2025-11-09,7.71
2025-11-10,8.78
2025-11-11,8.3
2025-11-12,7.43
2025-11-13,7.16
2025-11-14,7.36
2025-11-15,6.62
2025-11-16,7.39
2025-11-17,7.16
2025-11-18,7.58
2025-11-19,7.06
2025-11-20,6.6
2025-11-21,7.44
2025-11-22,6.98
2025-11-23,6.07
2025-11-24,5.91
2025-11-25,6.37
2025-11-26,5.48
2025-11-27,6.31
2025-11-28,5.57
2025-11-29,5.94
2025-11-30,5.23
2025-12-01,5.55
2025-12-02,4.9
2025-12-03,4.73
2025-12-04,5.78
2025-12-05,5.37
2025-12-06,4.89
2025-12-07,4.53
2025-12-08,4.22
2025-12-09,4.13
2025-12-10,4.39
2025-12-11,5.31
2025-12-12,4.74
2025-12-13,4.44
2025-12-14,4.08
2025-12-15,4.56
2025-12-16,4.42
2025-12-17,3.66
2025-12-18,3.69
2025-12-19,3.74
2025-12-20,3.87
2025-12-21,3.13
2025-12-22,3.06
2025-12-23,3.65
2025-12-24,2.98
2025-12-25,3.72
2025-12-26,3.99
2025-12-27,4.04
2025-12-28,3.76
2025-12-29,3.5
2025-12-30,3.13
2025-12-31,3.39
2026-01-01,3.16
2026-01-02,3.71
2026-01-03,3.0
2026-01-04,2.7
2026-01-05,3.37
2026-01-06,2.48
2026-01-07,3.08
2026-01-08,2.46
2026-01-09,2.5
2026-01-10,3.73
2026-01-11,3.27
2026-01-12,2.81
2026-01-13,4.11
2026-01-14,3.34
2026-01-15,2.35
2026-01-16,3.02
2026-01-17,2.5
2026-01-18,3.16
2026-01-19,2.3
2026-01-20,2.92
2026-01-21,2.62
2026-01-22,2.45
2026-01-23,3.56
2026-01-24,2.71
2026-01-25,3.31
2026-01-26,2.97
2026-01-27,3.31
2026-01-28,3.32
2026-01-29,2.79
2026-01-30,3.1
2026-01-31,4.09
2026-02-01,4.67
2026-02-02,3.25
2026-02-03,2.75
2026-02-04,3.55
2026-02-05,3.63
2026-02-06,4.31
2026-02-07,4.16
2026-02-08,3.86
2026-02-09,4.1
2026-02-10,3.79
2026-02-11,3.37
2026-02-12,3.5
2026-02-13,4.71
2026-02-14,3.3
2026-02-15,5.06
2026-02-16,4.75
2026-02-17,4.8
2026-02-18,4.04
2026-02-19,4.69
2026-02-20,4.93
2026-02-21,4.7
2026-02-22,4.02
2026-02-23,5.08
2026-02-24,4.94
2026-02-25,5.53
2026-02-26,4.65
2026-02-27,5.14
2026-02-28,4.98
2026-03-01,5.62
2026-03-02,5.47
2026-03-03,5.66
2026-03-04,5.58
2026-03-05,5.2
2026-03-06,5.7
2026-03-07,5.44
2026-03-08,5.65
2026-03-09,5.35
2026-03-10,6.07
2026-03-11,6.15
2026-03-12,6.5
2026-03-13,6.45
2026-03-14,6.55
2026-03-15,6.27
2026-03-16,6.35
2026-03-17,7.79
2026-03-18,7.17
2026-03-19,6.7
2026-03-20,8.21
2026-03-21,7.68
2026-03-22,8.39
2026-03-23,8.26
2026-03-24,7.27
2026-03-25,8.47
2026-03-26,8.78
2026-03-27,8.85
2026-03-28,8.28
2026-03-29,8.6
2026-03-30,8.48
2026-03-31,8.8
2026-04-01,8.76
2026-04-02,9.27
2026-04-03,9.73
2026-04-04,8.7
2026-04-05,9.45
2026-04-06,10.09
2026-04-07,10.63
2026-04-08,10.13
2026-04-09,9.87
2026-04-10,11.47
2026-04-11,10.88
2026-04-12,11.28
2026-04-13,10.29
2026-04-14,10.58
2026-04-15,11.7
2026-04-16,12.06
2026-04-17,11.9
2026-04-18,11.81
2026-04-19,11.49
2026-04-20,11.81
2026-04-21,12.4
2026-04-22,11.94
2026-04-23,12.83
2026-04-24,12.48
2026-04-25,12.01
2026-04-26,13.34
2026-04-27,13.33
2026-04-28,12.89
2026-04-29,13.19
2026-04-30,13.03
2026-05-01,13.44
2026-05-02,14.39
2026-05-03,13.96
2026-05-04,13.79
2026-05-05,14.11
2026-05-06,18.08
2026-05-07,17.67
2026-05-08,18.1
2026-05-09,17.82
2026-05-10,18.96
2026-05-11,18.38
2026-05-12,18.95
2026-05-13,17.74
