date,sst_celsius
2023-04-21,12.01
2023-04-22,11.61
2023-04-23,11.73
2023-04-24,12.2
2023-04-25,13.21
2023-04-26,11.98
2023-04-27,12.44
2023-04-28,13.49
2023-04-29,12.74
2023-04-30,12.93
2023-05-01,13.31
2023-05-02,12.79
2023-05-03,13.67
2023-05-04,13.1
2023-05-05,14.3
2023-05-06,14.0
2023-05-07,15.29
2023-05-08,14.43
2023-05-09,15.12
2023-05-10,13.93
2023-05-11,14.66
2023-05-12,15.02
2023-05-13,15.87
2023-05-14,14.3
2023-05-15,15.77
2023-05-16,15.71
2023-05-17,16.31
2023-05-18,16.03
2023-05-19,15.84
2023-05-20,15.68
2023-05-21,15.44
2023-05-22,16.29
2023-05-23,16.23
2023-05-24,17.46
2023-05-25,16.26
2023-05-26,16.85
2023-05-27,16.02
2023-05-28,16.73
2023-05-29,17.17
2023-05-30,17.57
2023-05-31,17.99
2023-06-01,17.36
2023-06-02,16.93
2023-06-03,17.82
2023-06-04,17.96
2023-06-05,18.05
2023-06-06,17.55
2023-06-07,18.57
2023-06-08,18.14
2023-06-09,18.54
2023-06-10,18.92
2023-06-11,18.68
2023-06-12,18.6
2023-06-13,19.62
2023-06-14,18.75
2023-06-15,18.56
2023-06-16,18.84
2023-06-17,19.61
2023-06-18,19.0
2023-06-19,19.27
2023-06-20,19.68
2023-06-21,18.89
2023-06-22,18.35
2023-06-23,19.42
2023-06-24,19.45
2023-06-25,19.09
2023-06-26,19.88
2023-06-27,19.8
2023-06-28,19.05
2023-06-29,19.85
2023-06-30,19.54
2023-07-01,18.94
2023-07-02,19.95
2023-07-03,19.74
2023-07-04,19.42
2023-07-05,20.09
2023-07-06,20.1
2023-07-07,19.59
2023-07-08,20.1
2023-07-09,20.43
2023-07-10,19.59
2023-07-11,20.15
2023-07-12,19.97
2023-07-13,21.12
2023-07-14,19.06
2023-07-15,20.34
2023-07-16,19.85
2023-07-17,19.95
2023-07-18,20.95
2023-07-19,19.99
2023-07-20,21.1
2023-07-21,19.75
2023-07-22,20.13
2023-07-23,19.7
2023-07-24,19.58
2023-07-25,19.94
2023-07-26,19.74
2023-07-27,19.95
2023-07-28,18.77
2023-07-29,20.79
2023-07-30,19.67
2023-07-31,20.59
2023-08-01,22.18
2023-08-02,22.79
2023-08-03,24.18
2023-08-04,22.11
2023-08-05,21.75
2023-08-06,22.17
2023-08-07,22.63
2023-08-08,22.68
2023-08-09,22.92
2023-08-10,22.08
2023-08-11,21.35
2023-08-12,21.86
2023-08-13,19.63
2023-08-14,19.17
2023-08-15,17.89
2023-08-16,18.77
2023-08-17,19.41
2023-08-18,19.69
2023-08-19,18.83
2023-08-20,18.61
2023-08-21,17.75
2023-08-22,17.86
2023-08-23,18.21
2023-08-24,18.35
2023-08-25,18.29
2023-08-26,17.66
2023-08-27,17.22
2023-08-28,17.31
2023-08-29,17.01
2023-08-30,17.81
2023-08-31,16.22
2023-09-01,17.1
2023-09-02,17.38
2023-09-03,17.8
2023-09-04,16.96
2023-09-05,17.31
2023-09-06,16.49
2023-09-07,16.2
2023-09-08,16.11
2023-09-09,17.09
2023-09-10,16.69
2023-09-11,16.31
2023-09-12,17.6
2023-09-13,15.79
2023-09-14,15.99
2023-09-15,15.7
2023-09-16,15.3
2023-09-17,16.43
2023-09-18,15.89
2023-09-19,14.3
2023-09-20,14.66
2023-09-21,14.93
2023-09-22,14.97
2023-09-23,13.76
2023-09-24,13.16
2023-09-25,13.19
2023-09-26,13.97
2023-09-27,13.8
2023-09-28,13.88
2023-09-29,13.17
2023-09-30,12.8
2023-10-01,12.25
2023-10-02,13.28
2023-10-03,13.14
2023-10-04,13.3
2023-10-05,13.05
2023-10-06,12.41
2023-10-07,13.03
2023-10-08,12.13
2023-10-09,11.71
2023-10-10,11.63
2023-10-11,11.44
2023-10-12,10.5
2023-10-13,11.5
2023-10-14,11.4
2023-10-15,10.94
2023-10-16,10.6
2023-10-17,10.99
2023-10-18,11.51
2023-10-19,10.52
2023-10-20,10.09
2023-10-21,9.89
2023-10-22,10.0
2023-10-23,9.25
2023-10-24,9.66
2023-10-25,9.6
2023-10-26,10.34
2023-10-27,9.74
2023-10-28,9.63
2023-10-29,8.61
2023-10-30,9.15
2023-10-31,8.09
2023-11-01,8.67
2023-11-02,8.58
2023-11-03,7.84
2023-11-04,9.07
2023-11-05,8.21
2023-11-06,6.83
2023-11-07,7.91
2023-11-08,7.29
2023-11-09,7.35
2023-11-10,7.44
2023-11-11,7.27
2023-11-12,5.91
2023-11-13,6.21
2023-11-14,7.04
2023-11-15,7.17
2023-11-16,7.34
2023-11-17,7.16
2023-11-18,5.1
2023-11-19,6.38
2023-11-20,4.91
2023-11-21,6.55
2023-11-22,5.74
2023-11-23,4.92
2023-11-24,6.38
2023-11-25,5.57
2023-11-26,4.19
2023-11-27,5.16
2023-11-28,4.54
2023-11-29,4.84
2023-11-30,4.44
2023-12-01,5.25
2023-12-02,3.75
2023-12-03,4.51
2023-12-04,5.16
2023-12-05,3.74
2023-12-06,4.16
2023-12-07,4.05
2023-12-08,3.51
2023-12-09,4.09
2023-12-10,3.72
2023-12-11,3.11
2023-12-12,4.38
2023-12-13,3.81
2023-12-14,3.25
2023-12-15,2.93
2023-12-16,2.78
2023-12-17,3.71
2023-12-18,2.95
2023-12-19,3.18
2023-12-20,2.79
2023-12-21,3.13
2023-12-22,2.7
2023-12-23,3.08
2023-12-24,2.55
2023-12-25,3.0
2023-12-26,2.86
2023-12-27,2.42
2023-12-28,2.0
2023-12-29,1.91
2023-12-30,1.97
2023-12-31,1.81
2024-01-01,2.69
2024-01-02,2.2
2024-01-03,2.98
2024-01-04,3.3
2024-01-05,2.15
2024-01-06,1.33
2024-01-07,1.89
2024-01-08,2.03
2024-01-09,1.3
2024-01-10,1.91
2024-01-11,2.16
2024-01-12,1.78
2024-01-13,1.62
2024-01-14,1.62
2024-01-15,2.89
2024-01-16,1.92
2024-01-17,1.59
2024-01-18,1.83
2024-01-19,2.5
2024-01-20,1.69
2024-01-21,2.29
2024-01-22,2.43
2024-01-23,2.46
2024-01-24,2.81
2024-01-25,1.86
2024-01-26,2.73
2024-01-27,1.79
2024-01-28,2.03
2024-01-29,2.86
2024-01-30,2.71
2024-01-31,2.34
2024-02-01,1.79
2024-02-02,2.71
2024-02-03,2.16
2024-02-04,2.07
2024-02-05,2.26
2024-02-06,2.76
2024-02-07,1.64
2024-02-08,2.94
2024-02-09,2.91
2024-02-10,2.59
2024-02-11,3.47
2024-02-12,3.33
2024-02-13,2.8
2024-02-14,2.84
2024-02-15,3.6
2024-02-16,2.57
2024-02-17,3.25
2024-02-18,3.18
2024-02-19,3.62
2024-02-20,3.78
2024-02-21,3.78
2024-02-22,4.43
2024-02-23,4.07
2024-02-24,3.89
2024-02-25,3.54
2024-02-26,4.61
2024-02-27,4.62
2024-02-28,5.19
2024-02-29,4.19
2024-03-01,4.69
2024-03-02,4.76
2024-03-03,4.86
2024-03-04,5.02
2024-03-05,4.28
2024-03-06,5.66
2024-03-07,5.7
2024-03-08,6.06
2024-03-09,6.74
2024-03-10,5.58
2024-03-11,5.85
2024-03-12,6.0
2024-03-13,7.1
2024-03-14,5.39
2024-03-15,6.63
2024-03-16,5.79
2024-03-17,5.37
2024-03-18,5.78
2024-03-19,6.24
2024-03-20,7.6
2024-03-21,6.78
2024-03-22,7.24
2024-03-23,6.91
2024-03-24,7.94
2024-03-25,7.23
2024-03-26,8.58
2024-03-27,7.58
2024-03-28,7.84
2024-03-29,8.43
2024-03-30,8.53
2024-03-31,9.38
2024-04-01,8.87
2024-04-02,8.36
2024-04-03,8.84
2024-04-04,8.98
2024-04-05,9.78
2024-04-06,9.76
2024-04-07,9.67
2024-04-08,10.31
2024-04-09,9.77
2024-04-10,10.12
2024-04-11,10.43
2024-04-12,11.26
2024-04-13,10.6
2024-04-14,10.63
2024-04-15,10.44
2024-04-16,11.46
2024-04-17,10.98
2024-04-18,11.6
2024-04-19,10.63
2024-04-20,12.26
2024-04-21,11.22
2024-04-22,11.65
2024-04-23,12.73
2024-04-24,11.68
2024-04-25,12.46
2024-04-26,12.69
2024-04-27,12.31
2024-04-28,13.63
2024-04-29,13.86
2024-04-30,12.27
2024-05-01,12.69
2024-05-02,13.96
2024-05-03,13.06
2024-05-04,13.66
2024-05-05,14.07
2024-05-06,14.49
2024-05-07,14.18
2024-05-08,14.48
2024-05-09,14.19
2024-05-10,15.37
2024-05-11,14.61
2024-05-12,15.17
2024-05-13,14.88
2024-05-14,15.33
2024-05-15,15.33
2024-05-16,15.46
2024-05-17,15.17
2024-05-18,16.21
2024-05-19,16.65
2024-05-20,16.19
2024-05-21,16.56
2024-05-22,16.74
2024-05-23,16.91
2024-05-24,16.72
2024-05-25,16.8
2024-05-26,17.24
2024-05-27,16.96
2024-05-28,16.55
2024-05-29,17.17
2024-05-30,16.32
2024-05-31,17.37
2024-06-01,17.69
2024-06-02,18.21
2024-06-03,17.77
2024-06-04,18.26
2024-06-05,17.9
2024-06-06,17.49
2024-06-07,17.39
2024-06-08,17.7
2024-06-09,17.6
2024-06-10,18.69
2024-06-11,18.36
2024-06-12,18.83
2024-06-13,18.66
2024-06-14,19.23
2024-06-15,19.32
2024-06-16,18.54
2024-06-17,18.8
2024-06-18,18.74
2024-06-19,18.27
2024-06-20,19.48
2024-06-21,19.81
2024-06-22,19.27
2024-06-23,19.09
2024-06-24,19.94
2024-06-25,18.27
2024-06-26,19.59
2024-06-27,19.62
2024-06-28,19.31
2024-06-29,20.34
2024-06-30,20.17
2024-07-01,19.59
2024-07-02,19.71
2024-07-03,19.6
2024-07-04,19.57
2024-07-05,19.2
2024-07-06,20.57
2024-07-07,20.42
2024-07-08,20.32
2024-07-09,19.4
2024-07-10,21.0
2024-07-11,20.96
2024-07-12,20.08
2024-07-13,19.54
2024-07-14,19.56
2024-07-15,20.21
2024-07-16,19.54
2024-07-17,19.98
2024-07-18,20.54
2024-07-19,19.23
2024-07-20,20.98
2024-07-21,20.74
2024-07-22,19.33
2024-07-23,19.22
2024-07-24,19.76
2024-07-25,19.36
2024-07-26,19.72
2024-07-27,18.53
2024-07-28,19.68
2024-07-29,20.66
2024-07-30,19.16
2024-07-31,19.54
2024-08-01,18.89
2024-08-02,19.91
2024-08-03,19.43
2024-08-04,20.47
2024-08-05,19.55
2024-08-06,19.2
2024-08-07,19.61
2024-08-08,19.02
2024-08-09,18.54
2024-08-10,19.3
2024-08-11,18.99
2024-08-12,19.09
2024-08-13,19.13
2024-08-14,18.61
2024-08-15,19.0
2024-08-16,19.58
2024-08-17,18.07
2024-08-18,19.41
2024-08-19,18.34
2024-08-20,17.99
2024-08-21,19.49
2024-08-22,18.27
2024-08-23,18.78
2024-08-24,18.41
2024-08-25,17.06
2024-08-26,17.86
2024-08-27,17.43
2024-08-28,16.92
2024-08-29,16.6
2024-08-30,17.43
2024-08-31,17.56
2024-09-01,17.35
2024-09-02,16.89
2024-09-03,16.53
2024-09-04,16.31
2024-09-05,16.41
2024-09-06,16.05
2024-09-07,16.34
2024-09-08,16.31
2024-09-09,15.75
2024-09-10,15.95
2024-09-11,15.56
2024-09-12,15.81
2024-09-13,15.93
2024-09-14,15.63
2024-09-15,15.65
2024-09-16,14.45
2024-09-17,14.95
2024-09-18,15.14
2024-09-19,15.18
2024-09-20,13.92
2024-09-21,14.66
2024-09-22,15.04
2024-09-23,14.2
2024-09-24,14.1
2024-09-25,14.23
2024-09-26,13.98
2024-09-27,14.04
2024-09-28,13.6
2024-09-29,13.49
2024-09-30,12.87
2024-10-01,13.03
2024-10-02,13.59
2024-10-03,12.71
2024-10-04,12.57
2024-10-05,12.26
2024-10-06,12.74
2024-10-07,11.77
2024-10-08,12.5
2024-10-09,11.42
2024-10-10,11.21
2024-10-11,11.68
2024-10-12,11.49
2024-10-13,11.42
2024-10-14,11.65
2024-10-15,10.76
2024-10-16,11.03
2024-10-17,10.2
2024-10-18,11.13
2024-10-19,10.66
2024-10-20,10.46
2024-10-21,10.13
2024-10-22,9.49
2024-10-23,9.56
2024-10-24,9.82
2024-10-25,9.41
2024-10-26,9.33
2024-10-27,8.44
2024-10-28,9.06
2024-10-29,8.47
2024-10-30,8.12
2024-10-31,8.44
2024-11-01,7.44
2024-11-02,8.57
2024-11-03,8.5
2024-11-04,7.9
2024-11-05,7.28
2024-11-06,7.16
2024-11-07,7.42
2024-11-08,6.14
2024-11-09,7.3
2024-11-10,7.4
2024-11-11,6.78
2024-11-12,6.55
2024-11-13,6.75
2024-11-14,6.7
2024-11-15,6.94
2024-11-16,6.27
2024-11-17,5.78
2024-11-18,5.77
2024-11-19,5.96
2024-11-20,6.52
2024-11-21,5.46
2024-11-22,4.97
2024-11-23,4.94
2024-11-24,4.2
2024-11-25,5.3
2024-11-26,4.34
2024-11-27,4.28
2024-11-28,3.8
2024-11-29,4.12
2024-11-30,4.85
2024-12-01,3.8
2024-12-02,3.48
2024-12-03,4.34
2024-12-04,3.98
2024-12-05,4.27
2024-12-06,4.32
2024-12-07,3.85
2024-12-08,3.12
2024-12-09,3.61
2024-12-10,3.83
2024-12-11,3.21
2024-12-12,2.69
2024-12-13,3.88
2024-12-14,3.04
2024-12-15,2.97
2024-12-16,3.11
2024-12-17,3.54
2024-12-18,3.09
2024-12-19,2.72
2024-12-20,3.16
2024-12-21,3.83
2024-12-22,3.39
2024-12-23,2.97
2024-12-24,2.02
2024-12-25,4.4
2024-12-26,1.88
2024-12-27,2.24
2024-12-28,2.03
2024-12-29,3.15
2024-12-30,2.51
2024-12-31,1.55
2025-01-01,2.39
2025-01-02,2.5
2025-01-03,2.03
2025-01-04,1.55
2025-01-05,1.77
2025-01-06,1.89
2025-01-07,2.1
2025-01-08,1.81
2025-01-09,2.42
2025-01-10,1.56
2025-01-11,1.16
2025-01-12,1.64
2025-01-13,2.68
2025-01-14,1.71
2025-01-15,3.17
2025-01-16,2.25
2025-01-17,1.42
2025-01-18,1.59
2025-01-19,2.14
2025-01-20,1.44
2025-01-21,3.24
2025-01-22,1.57
2025-01-23,2.43
2025-01-24,2.84
2025-01-25,2.08
2025-01-26,1.66
2025-01-27,2.05
2025-01-28,2.41
2025-01-29,2.7
2025-01-30,2.33
2025-01-31,1.64
2025-02-01,2.4
2025-02-02,2.09
2025-02-03,1.39
2025-02-04,2.18
2025-02-05,1.87
2025-02-06,2.93
2025-02-07,3.67
2025-02-08,3.69
2025-02-09,2.53
2025-02-10,2.65
2025-02-11,3.3
2025-02-12,3.56
2025-02-13,2.89
2025-02-14,3.1
2025-02-15,4.35
2025-02-16,3.28
2025-02-17,3.17
2025-02-18,3.56
2025-02-19,3.87
2025-02-20,3.16
2025-02-21,3.64
2025-02-22,3.27
2025-02-23,3.81
2025-02-24,4.99
2025-02-25,4.52
2025-02-26,4.21
2025-02-27,3.89
2025-02-28,4.3
2025-03-01,5.09
2025-03-02,4.4
2025-03-03,5.51
2025-03-04,4.21
2025-03-05,4.87
2025-03-06,6.0
2025-03-07,4.25
2025-03-08,5.97
2025-03-09,4.57
2025-03-10,5.57
2025-03-11,5.66
2025-03-12,6.28
2025-03-13,4.42
2025-03-14,5.17
2025-03-15,5.97
2025-03-16,6.41
2025-03-17,6.08
2025-03-18,6.55
2025-03-19,6.2
2025-03-20,6.73
2025-03-21,6.65
2025-03-22,7.33
2025-03-23,7.64
2025-03-24,8.21
2025-03-25,7.31
2025-03-26,7.62
2025-03-27,7.95
2025-03-28,7.92
2025-03-29,8.19
2025-03-30,7.59
2025-03-31,8.7
2025-04-01,8.21
2025-04-02,8.34
2025-04-03,8.17
2025-04-04,9.7
2025-04-05,9.2
2025-04-06,9.99
2025-04-07,9.71
2025-04-08,8.87
2025-04-09,9.34
2025-04-10,10.41
2025-04-11,9.8
2025-04-12,9.8
2025-04-13,10.41
2025-04-14,10.56
2025-04-15,10.3
2025-04-16,10.8
2025-04-17,10.88
2025-04-18,9.98
2025-04-19,11.68
2025-04-20,11.17
2025-04-21,12.39
2025-04-22,11.31
2025-04-23,11.25
2025-04-24,12.79
2025-04-25,11.56
2025-04-26,12.19
2025-04-27,12.95
2025-04-28,12.64
2025-04-29,12.13
2025-04-30,13.2
2025-05-01,13.16
2025-05-02,14.05
2025-05-03,13.85
2025-05-04,15.23
2025-05-05,13.03
2025-05-06,13.99
2025-05-07,13.61
2025-05-08,14.87
2025-05-09,14.85
2025-05-10,14.95
2025-05-11,14.33
2025-05-12,14.49
2025-05-13,13.98
2025-05-14,15.99
2025-05-15,15.53
2025-05-16,15.28
2025-05-17,16.01
2025-05-18,16.05
2025-05-19,16.3
2025-05-20,15.13
2025-05-21,15.71
2025-05-22,16.29
2025-05-23,16.5
2025-05-24,16.92
2025-05-25,16.06
2025-05-26,16.75
2025-05-27,17.91
2025-05-28,17.27
2025-05-29,17.48
2025-05-30,17.15
2025-05-31,17.65
2025-06-01,18.28
2025-06-02,17.54
2025-06-03,18.2
2025-06-04,17.26
2025-06-05,18.09
2025-06-06,18.35
2025-06-07,17.62
2025-06-08,18.64
2025-06-09,17.85
2025-06-10,17.88
2025-06-11,18.37
2025-06-12,19.42
2025-06-13,18.7
2025-06-14,19.1
2025-06-15,18.34
2025-06-16,18.83
2025-06-17,18.28
2025-06-18,18.65
2025-06-19,19.43
2025-06-20,19.06
2025-06-21,19.87
2025-06-22,19.11
2025-06-23,19.17
2025-06-24,19.97
2025-06-25,19.07
2025-06-26,18.69
2025-06-27,20.15
2025-06-28,19.75
2025-06-29,18.51
2025-06-30,19.66
2025-07-01,19.48
2025-07-02,20.59
2025-07-03,19.39
2025-07-04,19.5
2025-07-05,19.37
2025-07-06,19.33
2025-07-07,19.53
2025-07-08,19.19
2025-07-09,19.41
2025-07-10,19.14
2025-07-11,19.21
2025-07-12,19.19
2025-07-13,19.72
2025-07-14,19.65
2025-07-15,19.38
2025-07-16,20.24
2025-07-17,19.98
2025-07-18,19.78
2025-07-19,19.76
2025-07-20,20.78
2025-07-21,20.09
2025-07-22,20.2
2025-07-23,18.65
2025-07-24,19.6
2025-07-25,18.82
2025-07-26,19.67
2025-07-27,20.04
2025-07-28,19.49
2025-07-29,20.05
2025-07-30,19.25
2025-07-31,20.01
2025-08-01,18.9
2025-08-02,19.51
2025-08-03,19.8
2025-08-04,19.82
2025-08-05,19.43
2025-08-06,20.42
2025-08-07,19.18
2025-08-08,19.11
2025-08-09,17.89
2025-08-10,20.1
2025-08-11,18.96
2025-08-12,18.49
2025-08-13,19.67
2025-08-14,19.56
2025-08-15,18.92
2025-08-16,18.07
2025-08-17,18.92
2025-08-18,18.32
2025-08-19,17.96
2025-08-20,18.98
2025-08-21,17.3
2025-08-22,18.56
2025-08-23,18.42
2025-08-24,19.12
2025-08-25,18.16
2025-08-26,16.87
2025-08-27,17.38
2025-08-28,17.73
2025-08-29,17.77
2025-08-30,17.98
2025-08-31,16.4
2025-09-01,17.1
2025-09-02,17.64
2025-09-03,17.81
2025-09-04,17.86
2025-09-05,16.61
2025-09-06,17.24
2025-09-07,17.42
2025-09-08,17.04
2025-09-09,16.68
2025-09-10,16.61
2025-09-11,15.67
2025-09-12,15.22
2025-09-13,16.3
2025-09-14,15.5
2025-09-15,15.53
2025-09-16,15.12
2025-09-17,15.08
2025-09-18,15.25
2025-09-19,14.49
2025-09-20,14.89
2025-09-21,14.84
2025-09-22,14.54
2025-09-23,14.06
2025-09-24,14.68
2025-09-25,15.08
2025-09-26,13.7
2025-09-27,14.47
2025-09-28,14.15
2025-09-29,12.23
2025-09-30,13.03
2025-10-01,12.94
2025-10-02,13.5
2025-10-03,13.05
2025-10-04,13.05
2025-10-05,12.97
2025-10-06,12.05
2025-10-07,11.98
2025-10-08,11.59
2025-10-09,11.96
2025-10-10,11.83
2025-10-11,11.82
2025-10-12,11.22
2025-10-13,11.88
2025-10-14,11.73
2025-10-15,11.89
2025-10-16,11.32
2025-10-17,10.9
2025-10-18,10.99
2025-10-19,10.8
2025-10-20,10.02
2025-10-21,10.83
2025-10-22,10.89
2025-10-23,10.87
2025-10-24,9.74
2025-10-25,9.74
2025-10-26,9.63
2025-10-27,9.27
2025-10-28,9.43
2025-10-29,8.9
2025-10-30,8.72
2025-10-31,9.54
2025-11-01,8.6
2025-11-02,8.4
2025-11-03,8.66
2025-11-04,8.15
2025-11-05,8.07
2025-11-06,7.75
2025-11-07,7.03
2025-11-08,7.48
2025-11-09,6.78
2025-11-10,7.32
2025-11-11,6.48
2025-11-12,7.39
2025-11-13,7.17
2025-11-14,6.8
2025-11-15,6.47
2025-11-16,6.6
2025-11-17,5.27
2025-11-18,5.58
2025-11-19,5.92
2025-11-20,6.04
2025-11-21,5.7
2025-11-22,5.11
2025-11-23,5.56
2025-11-24,5.14
2025-11-25,4.72
2025-11-26,5.3
2025-11-27,4.91
2025-11-28,5.5
2025-11-29,5.12
2025-11-30,5.04
2025-12-01,4.73
2025-12-02,4.04
2025-12-03,3.89
2025-12-04,3.52
2025-12-05,5.59
2025-12-06,3.51
2025-12-07,3.85
2025-12-08,3.68
2025-12-09,3.62
2025-12-10,3.38
2025-12-11,2.65
2025-12-12,3.0
2025-12-13,2.72
2025-12-14,3.27
2025-12-15,2.91
2025-12-16,2.83
2025-12-17,3.21
2025-12-18,2.73
2025-12-19,3.42
2025-12-20,2.69
2025-12-21,2.93
2025-12-22,2.09
2025-12-23,3.02
2025-12-24,2.44
2025-12-25,2.79
2025-12-26,2.69
2025-12-27,2.39
2025-12-28,2.54
2025-12-29,2.19
2025-12-30,3.01
2025-12-31,2.77
2026-01-01,2.5
2026-01-02,1.63
2026-01-03,1.64
2026-01-04,1.83
2026-01-05,2.01
2026-01-06,2.33
2026-01-07,1.64
2026-01-08,2.65
2026-01-09,2.05
2026-01-10,1.03
2026-01-11,1.78
2026-01-12,0.72
2026-01-13,1.63
2026-01-14,1.73
2026-01-15,1.69
2026-01-16,1.84
2026-01-17,1.81
2026-01-18,1.72
2026-01-19,2.77
2026-01-20,2.64
2026-01-21,1.48
2026-01-22,2.69
2026-01-23,1.27
2026-01-24,1.7
2026-01-25,2.9
2026-01-26,1.04
2026-01-27,2.48
2026-01-28,1.6
2026-01-29,2.19
2026-01-30,2.21
2026-01-31,3.19
2026-02-01,1.98
2026-02-02,2.39
2026-02-03,2.79
2026-02-04,2.4
2026-02-05,2.17
2026-02-06,2.61
2026-02-07,2.74
2026-02-08,3.2
2026-02-09,2.35
2026-02-10,2.66
2026-02-11,3.12
2026-02-12,2.94
2026-02-13,3.01
2026-02-14,3.17
2026-02-15,2.9
2026-02-16,2.93
2026-02-17,3.63
2026-02-18,2.95
2026-02-19,4.17
2026-02-20,3.78
2026-02-21,3.13
2026-02-22,4.0
2026-02-23,4.04
2026-02-24,4.43
2026-02-25,4.73
2026-02-26,4.07
2026-02-27,4.0
2026-02-28,4.16
2026-03-01,4.08
2026-03-02,4.3
2026-03-03,4.93
2026-03-04,4.91
2026-03-05,4.77
2026-03-06,4.76
2026-03-07,5.43
2026-03-08,5.12
2026-03-09,4.97
2026-03-10,5.54
2026-03-11,5.61
2026-03-12,5.33
2026-03-13,6.41
2026-03-14,6.55
2026-03-15,6.28
2026-03-16,6.45
2026-03-17,6.79
2026-03-18,6.64
2026-03-19,7.24
2026-03-20,7.76
2026-03-21,7.11
2026-03-22,7.43
2026-03-23,7.79
2026-03-24,7.32
2026-03-25,7.07
2026-03-26,8.23
2026-03-27,7.14
2026-03-28,8.97
2026-03-29,8.65
2026-03-30,8.46
2026-03-31,8.54
2026-04-01,9.54
2026-04-02,8.34
2026-04-03,8.38
2026-04-04,8.82
2026-04-05,9.14
2026-04-06,8.92
2026-04-07,9.65
2026-04-08,9.79
2026-04-09,9.47
2026-04-10,10.84
2026-04-11,9.49
2026-04-12,9.7
2026-04-13,10.68
2026-04-14,10.55
2026-04-15,11.02
2026-04-16,10.65
2026-04-17,10.6
2026-04-18,10.95
2026-04-19,11.08
2026-04-20,11.84
2026-04-21,11.5
2026-04-22,12.27
2026-04-23,12.34
2026-04-24,12.72
2026-04-25,12.8
2026-04-26,12.9
2026-04-27,13.04
2026-04-28,12.55
2026-04-29,12.83
2026-04-30,12.2
2026-05-01,13.41
2026-05-02,13.07
2026-05-03,13.76
2026-05-04,13.97
2026-05-05,13.18
2026-05-06,16.69
2026-05-07,17.17
2026-05-08,17.23
2026-05-09,17.72
2026-05-10,17.2
2026-05-11,17.94
2026-05-12,17.22
